,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,year,quarter,month,day,weekday,hour,minute,second,Month,Lat,Long,vx2,vy2,vz2,vel2
253,2016-01-27 09:59:16,45.8S,53.6E,37.0,11.5,-10.0,-4.4,3.6,50000000000.0,0.16,2016-01-27 00:00:00,2016,1,1,27,2,9,59,16,January,-45.8,53.6,100.0,19.360000000000003,12.96,132.25
254,2016-01-21 16:44:54,10.8S,0.7E,42.5,18.1,-3.8,-17.7,-1.2,46000000000.0,0.15,2016-01-21 00:00:00,2016,1,1,21,3,16,44,54,January,-10.8,0.7,14.44,313.28999999999996,1.44,327.61000000000007
255,2015-12-30 13:07:50,33.8N,160.7W,39.0,,,,,22000000000.0,0.079,2015-12-30 00:00:00,2015,4,12,30,2,13,7,50,December,33.8,-160.7,,,,
256,2015-12-21 02:32:48,5.9N,143.0E,42.2,12.1,6.4,-10.0,2.5,83000000000.0,0.26,2015-12-21 00:00:00,2015,4,12,21,0,2,32,48,December,5.9,143.0,40.96000000000001,100.0,6.25,146.41
257,2015-12-08 00:34:23,69.9S,150.5E,38.0,,,,,197000000000.0,0.55,2015-12-08 00:00:00,2015,4,12,8,1,0,34,23,December,-69.9,150.5,,,,
258,2015-11-13 14:59:27,16.0N,124.3E,28.0,,,,,102000000000.0,0.31,2015-11-13 00:00:00,2015,4,11,13,4,14,59,27,November,16.0,124.3,,,,
259,2015-11-02 21:34:20,41.4S,33.0E,37.0,,,,,78000000000.0,0.24,2015-11-02 00:00:00,2015,4,11,2,0,21,34,20,November,-41.4,33.0,,,,
260,2015-10-31 11:34:30,9.0N,138.0W,71.0,,,,,97000000000.0,0.29,2015-10-31 00:00:00,2015,4,10,31,5,11,34,30,October,9.0,-138.0,,,,
261,2015-10-30 07:07:12,85.0S,161.7W,,,,,,180000000000.0,0.51,2015-10-30 00:00:00,2015,4,10,30,4,7,7,12,October,-85.0,-161.7,,,,
262,2015-10-13 12:23:08,8.0S,52.5W,38.9,12.9,-6.6,3.8,10.4,23000000000.0,0.082,2015-10-13 00:00:00,2015,4,10,13,1,12,23,8,October,-8.0,-52.5,43.559999999999995,14.44,108.16000000000001,166.41
263,2015-10-11 00:07:46,55.4S,18.8W,,,,,,30000000000.0,0.1,2015-10-11 00:00:00,2015,4,10,11,6,0,7,46,October,-55.4,-18.8,,,,
264,2015-10-10 09:57:51,51.0S,21.1W,51.8,11.8,-1.3,-5.1,10.6,36000000000.0,0.12,2015-10-10 00:00:00,2015,4,10,10,5,9,57,51,October,-51.0,-21.1,1.6900000000000002,26.009999999999998,112.36,139.24
265,2015-10-04 21:02:17,22.0N,171.6W,36.1,,,,,44000000000.0,0.15,2015-10-04 00:00:00,2015,4,10,4,6,21,2,17,October,22.0,-171.6,,,,
266,2015-09-17 21:03:14,43.1S,94.9E,,,,,,98000000000.0,0.3,2015-09-17 00:00:00,2015,3,9,17,3,21,3,14,September,-43.1,94.9,,,,
267,2015-09-14 23:50:50,5.8N,15.2W,,,,,,70000000000.0,0.22,2015-09-14 00:00:00,2015,3,9,14,0,23,50,50,September,5.8,-15.2,,,,
268,2015-09-08 13:46:42,6.3N,29.9E,44.4,16.1,-11.5,-11.3,-0.9,20000000000.0,0.073,2015-09-08 00:00:00,2015,3,9,8,1,13,46,42,September,6.3,29.9,132.25,127.69000000000001,0.81,259.21000000000004
269,2015-09-07 01:41:19,14.5N,98.9E,29.3,21.0,16.8,-12.0,-3.8,1798000000000.0,3.9,2015-09-07 00:00:00,2015,3,9,7,0,1,41,19,September,14.5,98.9,282.24,144.0,14.44,441.0
270,2015-09-02 20:10:30,39.1N,40.2E,39.8,24.1,10.3,-12.2,-18.0,37000000000.0,0.13,2015-09-02 00:00:00,2015,3,9,2,2,20,10,30,September,39.1,40.2,106.09000000000002,148.83999999999997,324.0,580.8100000000001
271,2015-08-04 10:24:59,9.6S,125.9E,,,,,,29000000000.0,0.1,2015-08-04 00:00:00,2015,3,8,4,1,10,24,59,August,-9.6,125.9,,,,
272,2015-07-19 07:06:26,20.6N,87.6W,22.0,17.8,9.4,13.0,7.8,23000000000.0,0.082,2015-07-19 00:00:00,2015,3,7,19,6,7,6,26,July,20.6,-87.6,88.36000000000001,169.0,60.839999999999996,316.84000000000003
273,2015-07-12 22:23:14,31.0N,159.6E,41.0,,,,,22000000000.0,0.079,2015-07-12 00:00:00,2015,3,7,12,6,22,23,14,July,31.0,159.6,,,,
274,2015-07-04 01:40:11,38.6N,103.1E,46.3,49.0,0.9,-40.4,-27.7,56000000000.0,0.18,2015-07-04 00:00:00,2015,3,7,4,5,1,40,11,July,38.6,103.1,0.81,1632.1599999999999,767.29,2401.0
275,2015-06-14 03:03:06,6.3N,124.1E,32.4,31.9,-4.7,-17.8,-26.0,71000000000.0,0.22,2015-06-14 00:00:00,2015,2,6,14,6,3,3,6,June,6.3,124.1,22.090000000000003,316.84000000000003,676.0,1017.6099999999999
276,2015-06-12 17:03:35,1.3S,32.1W,43.5,,,,,176000000000.0,0.5,2015-06-12 00:00:00,2015,2,6,12,4,17,3,35,June,-1.3,-32.1,,,,
277,2015-06-10 17:43:03,11.5S,161.9W,61.1,,,,,384000000000.0,1.0,2015-06-10 00:00:00,2015,2,6,10,2,17,43,3,June,-11.5,-161.9,,,,
278,2015-06-02 08:44:50,6.4S,142.7W,,,,,,380000000000.0,0.99,2015-06-02 00:00:00,2015,2,6,2,1,8,44,50,June,-6.4,-142.7,,,,
279,2015-05-20 10:20:41,1.0N,172.6E,32.4,,,,,36000000000.0,0.12,2015-05-20 00:00:00,2015,2,5,20,2,10,20,41,May,1.0,172.6,,,,
280,2015-05-18 17:13:51,32.4N,139.1E,29.0,,,,,43000000000.0,0.14,2015-05-18 00:00:00,2015,2,5,18,0,17,13,51,May,32.4,139.1,,,,
281,2015-05-10 07:45:01,46.3S,179.3W,29.6,12.2,11.2,0.9,4.7,143000000000.0,0.42,2015-05-10 00:00:00,2015,2,5,10,6,7,45,1,May,-46.3,-179.3,125.43999999999998,0.81,22.090000000000003,148.83999999999997
282,2015-05-07 20:34:34,21.5S,29.3W,37.0,17.3,-16.2,-5.8,1.4,52000000000.0,0.17,2015-05-07 00:00:00,2015,2,5,7,3,20,34,34,May,-21.5,-29.3,262.44,33.64,1.9599999999999997,299.29
283,2015-04-30 10:21:01,48.7S,139.1E,26.7,12.9,12.2,-4.2,0.9,105000000000.0,0.32,2015-04-30 00:00:00,2015,2,4,30,3,10,21,1,April,-48.7,139.1,148.83999999999997,17.64,0.81,166.41
284,2015-04-21 01:42:51,37.7N,39.6W,37.4,21.3,-15.3,12.8,7.4,88000000000.0,0.27,2015-04-21 00:00:00,2015,2,4,21,1,1,42,51,April,37.7,-39.6,234.09000000000003,163.84000000000003,54.760000000000005,453.69000000000005
285,2015-04-10 01:14:27,42.8S,8.2E,,,,,,65000000000.0,0.21,2015-04-10 00:00:00,2015,2,4,10,4,1,14,27,April,-42.8,8.2,,,,
286,2015-04-08 04:06:31,25.5S,51.5E,36.3,19.2,8.0,-15.6,-7.9,173000000000.0,0.49,2015-04-08 00:00:00,2015,2,4,8,2,4,6,31,April,-25.5,51.5,64.0,243.35999999999999,62.410000000000004,368.64
287,2015-04-03 01:39:38,8.4N,157.9W,,,,,,42000000000.0,0.14,2015-04-03 00:00:00,2015,2,4,3,4,1,39,38,April,8.4,-157.9,,,,
288,2015-03-30 21:33:52,36.1S,5.5W,33.1,13.8,-13.7,-1.7,0.8,64000000000.0,0.2,2015-03-30 00:00:00,2015,1,3,30,0,21,33,52,March,-36.1,-5.5,187.68999999999997,2.8899999999999997,0.6400000000000001,190.44000000000003
289,2015-03-18 00:04:50,5.4S,159.3E,50.0,,,,,121000000000.0,0.36,2015-03-18 00:00:00,2015,1,3,18,2,0,4,50,March,-5.4,159.3,,,,
290,2015-03-11 06:18:59,8.0N,119.1E,35.2,19.9,5.5,-10.5,-16.0,72000000000.0,0.23,2015-03-11 00:00:00,2015,1,3,11,2,6,18,59,March,8.0,119.1,30.25,110.25,256.0,396.00999999999993
291,2015-03-08 04:26:28,39.1S,118.6W,,,,,,20000000000.0,0.073,2015-03-08 00:00:00,2015,1,3,8,6,4,26,28,March,-39.1,-118.6,,,,
292,2015-03-04 04:30:05,15.9S,88.1E,39.8,18.0,7.8,-16.0,-2.5,55000000000.0,0.18,2015-03-04 00:00:00,2015,1,3,4,2,4,30,5,March,-15.9,88.1,60.839999999999996,256.0,6.25,324.0
293,2015-02-26 22:06:24,68.0N,149.0W,33.7,21.1,5.6,-2.3,-20.2,188000000000.0,0.53,2015-02-26 00:00:00,2015,1,2,26,3,22,6,24,February,68.0,-149.0,31.359999999999996,5.289999999999999,408.03999999999996,445.21000000000004
294,2015-02-25 10:53:24,12.4N,122.4W,42.0,,,,,58000000000.0,0.19,2015-02-25 00:00:00,2015,1,2,25,2,10,53,24,February,12.4,-122.4,,,,
295,2015-02-17 13:19:50,8.0S,11.2W,39.0,28.8,-28.2,3.4,4.6,33000000000.0,0.11,2015-02-17 00:00:00,2015,1,2,17,1,13,19,50,February,-8.0,-11.2,795.24,11.559999999999999,21.159999999999997,829.44
296,2015-01-09 17:31:47,23.3S,49.2W,,,,,,22000000000.0,0.079,2015-01-09 00:00:00,2015,1,1,9,4,17,31,47,January,-23.3,-49.2,,,,
297,2015-01-09 10:41:11,2.0N,28.8E,36.0,17.5,-10.7,-7.6,11.6,139000000000.0,0.41,2015-01-09 00:00:00,2015,1,1,9,4,10,41,11,January,2.0,28.8,114.48999999999998,57.76,134.56,306.25
298,2015-01-07 01:05:59,45.7N,26.9E,45.5,35.7,-35.4,1.8,-4.4,136000000000.0,0.4,2015-01-07 00:00:00,2015,1,1,7,2,1,5,59,January,45.7,26.9,1253.1599999999999,3.24,19.360000000000003,1274.4900000000002
299,2015-01-02 13:39:19,31.1S,140.0E,38.1,18.1,4.5,-14.4,-10.0,20000000000.0,0.073,2015-01-02 00:00:00,2015,1,1,2,4,13,39,19,January,-31.1,140.0,20.25,207.36,100.0,327.61000000000007
300,2014-12-13 02:53:52,86.7N,162.1W,30.7,21.7,15.3,-13.3,-7.8,44000000000.0,0.15,2014-12-13 00:00:00,2014,4,12,13,5,2,53,52,December,86.7,-162.1,234.09000000000003,176.89000000000001,60.839999999999996,470.89
301,2014-12-12 06:48:11,33.5N,144.9E,26.3,12.0,11.5,-2.8,-2.2,33000000000.0,0.11,2014-12-12 00:00:00,2014,4,12,12,4,6,48,11,December,33.5,144.9,132.25,7.839999999999999,4.840000000000001,144.0
302,2014-12-09 21:19:18,76.6N,96.3E,26.3,,,,,78000000000.0,0.24,2014-12-09 00:00:00,2014,4,12,9,1,21,19,18,December,76.6,96.3,,,,
303,2014-11-28 11:47:18,45.8S,172.7W,26.1,13.4,0.4,-1.4,13.3,700000000000.0,1.7,2014-11-28 00:00:00,2014,4,11,28,4,11,47,18,November,-45.8,-172.7,0.16000000000000003,1.9599999999999997,176.89000000000001,179.56
304,2014-11-27 12:12:52,18.8S,73.4W,38.0,,,,,55000000000.0,0.18,2014-11-27 00:00:00,2014,4,11,27,3,12,12,52,November,-18.8,-73.4,,,,
305,2014-11-26 23:16:51,69.5S,179.7W,23.3,25.3,21.3,2.2,13.4,118000000000.0,0.35,2014-11-26 00:00:00,2014,4,11,26,2,23,16,51,November,-69.5,-179.7,453.69000000000005,4.840000000000001,179.56,640.09
306,2014-11-26 17:40:16,68.2S,24.0W,37.0,19.9,-7.0,16.1,9.4,105000000000.0,0.32,2014-11-26 00:00:00,2014,4,11,26,2,17,40,16,November,-68.2,-24.0,49.0,259.21000000000004,88.36000000000001,396.00999999999993
307,2014-11-04 20:13:30,43.1N,115.8E,22.2,16.0,-7.2,-12.1,-7.7,156000000000.0,0.45,2014-11-04 00:00:00,2014,4,11,4,1,20,13,30,November,43.1,115.8,51.84,146.41,59.290000000000006,256.0
308,2014-10-21 18:55:37,22.2N,132.9W,,,,,,34000000000.0,0.12,2014-10-21 00:00:00,2014,4,10,21,1,18,55,37,October,22.2,-132.9,,,,
309,2014-10-17 14:07:36,4.6S,66.3W,39.0,,,,,72000000000.0,0.23,2014-10-17 00:00:00,2014,4,10,17,4,14,7,36,October,-4.6,-66.3,,,,
310,2014-10-14 10:25:03,2.0S,119.2E,27.2,16.9,15.0,-6.9,-3.5,29000000000.0,0.1,2014-10-14 00:00:00,2014,4,10,14,1,10,25,3,October,-2.0,119.2,225.0,47.61000000000001,12.25,285.60999999999996
311,2014-10-06 20:02:15,43.7S,85.7E,,,,,,39000000000.0,0.13,2014-10-06 00:00:00,2014,4,10,6,0,20,2,15,October,-43.7,85.7,,,,
312,2014-09-09 18:55:46,3.2N,137.2E,32.5,,,,,28000000000.0,0.098,2014-09-09 00:00:00,2014,3,9,9,1,18,55,46,September,3.2,137.2,,,,
313,2014-09-05 21:37:26,22.7N,150.0W,,,,,,35000000000.0,0.12,2014-09-05 00:00:00,2014,3,9,5,4,21,37,26,September,22.7,-150.0,,,,
314,2014-08-29 23:15:39,6.2S,49.9W,,,,,,26000000000.0,0.092,2014-08-29 00:00:00,2014,3,8,29,4,23,15,39,August,-6.2,-49.9,,,,
315,2014-08-28 03:07:45,3.2N,45.4W,,,,,,34000000000.0,0.12,2014-08-28 00:00:00,2014,3,8,28,3,3,7,45,August,3.2,-45.4,,,,
316,2014-08-23 06:29:41,61.7S,132.6E,22.2,16.2,-2.3,5.7,16.5,3819000000000.0,7.6,2014-08-23 00:00:00,2014,3,8,23,5,6,29,41,August,-61.7,132.6,5.289999999999999,32.49,272.25,262.44
317,2014-07-29 07:38:07,49.2S,172.2W,,,,,,73000000000.0,0.23,2014-07-29 00:00:00,2014,3,7,29,1,7,38,7,July,-49.2,-172.2,,,,
318,2014-07-29 03:07:43,33.9S,115.9W,,,,,,53000000000.0,0.17,2014-07-29 00:00:00,2014,3,7,29,1,3,7,43,July,-33.9,-115.9,,,,
319,2014-06-28 02:40:07,18.9N,141.2E,26.3,12.4,12.0,3.5,-10.5,245000000000.0,0.67,2014-06-28 00:00:00,2014,2,6,28,5,2,40,7,June,18.9,141.2,144.0,12.25,110.25,153.76000000000002
320,2014-06-26 05:54:41,71.5S,93.4E,28.5,11.2,7.0,2.9,8.3,61000000000.0,0.2,2014-06-26 00:00:00,2014,2,6,26,3,5,54,41,June,-71.5,93.4,49.0,8.41,68.89000000000001,125.43999999999998
321,2014-05-29 01:12:36,21.9N,131.1W,28.7,,,,,58000000000.0,0.19,2014-05-29 00:00:00,2014,2,5,29,3,1,12,36,May,21.9,-131.1,,,,
322,2014-05-16 20:06:28,39.4S,95.9W,30.8,18.0,2.9,13.4,-12.5,136000000000.0,0.4,2014-05-16 00:00:00,2014,2,5,16,4,20,6,28,May,-39.4,-95.9,8.41,179.56,156.25,324.0
323,2014-05-16 12:42:48,44.2S,176.2W,44.0,16.5,14.4,4.6,6.5,309000000000.0,0.82,2014-05-16 00:00:00,2014,2,5,16,4,12,42,48,May,-44.2,-176.2,207.36,21.159999999999997,42.25,272.25
324,2014-05-08 19:42:37,36.9S,87.3E,35.4,19.0,-2.0,-16.1,9.9,1050000000000.0,2.4,2014-05-08 00:00:00,2014,2,5,8,3,19,42,37,May,-36.9,87.3,4.0,259.21000000000004,98.01,361.0
325,2014-03-29 13:45:41,28.7S,121.5E,30.7,16.3,10.0,-12.7,2.2,39000000000.0,0.13,2014-03-29 00:00:00,2014,1,3,29,5,13,45,41,March,-28.7,121.5,100.0,161.29,4.840000000000001,265.69
326,2014-03-18 11:02:37,0.0N,111.8W,30.5,,,,,540000000000.0,1.3,2014-03-18 00:00:00,2014,1,3,18,1,11,2,37,March,0.0,-111.8,,,,
327,2014-03-03 15:00:21,29.0S,94.9W,,,,,,94000000000.0,0.29,2014-03-03 00:00:00,2014,1,3,3,0,15,0,21,March,-29.0,-94.9,,,,
328,2014-02-18 12:50:44,32.8S,61.5W,,,,,,26000000000.0,0.092,2014-02-18 00:00:00,2014,1,2,18,1,12,50,44,February,-32.8,-61.5,,,,
329,2014-02-13 06:47:42,13.3N,110.7W,25.0,,,,,630000000000.0,1.5,2014-02-13 00:00:00,2014,1,2,13,3,6,47,42,February,13.3,-110.7,,,,
330,2014-01-15 02:46:19,18.5S,141.8E,29.6,,,,,140000000000.0,0.41,2014-01-15 00:00:00,2014,1,1,15,2,2,46,19,January,-18.5,141.8,,,,
331,2014-01-12 16:00:48,2.9N,64.4E,37.0,16.2,-5.2,-15.1,2.6,78000000000.0,0.24,2014-01-12 00:00:00,2014,1,1,12,6,16,0,48,January,2.9,64.4,27.040000000000003,228.01,6.760000000000001,262.44
332,2014-01-08 17:05:34,1.3S,147.6E,18.7,44.8,-3.4,-43.5,-10.3,31000000000.0,0.11,2014-01-08 00:00:00,2014,1,1,8,2,17,5,34,January,-1.3,147.6,11.559999999999999,1892.25,106.09000000000002,2007.0399999999997
333,2013-12-23 08:30:57,39.5N,2.0E,34.3,15.1,-1.1,11.4,-9.9,147000000000.0,0.43,2013-12-23 00:00:00,2013,4,12,23,0,8,30,57,December,39.5,2.0,1.2100000000000002,129.96,98.01,228.01
334,2013-12-08 03:10:09,32.8N,165.1W,23.5,11.8,2.3,2.5,-11.3,64000000000.0,0.2,2013-12-08 00:00:00,2013,4,12,8,6,3,10,9,December,32.8,-165.1,5.289999999999999,6.25,127.69000000000001,139.24
335,2013-11-21 01:50:35,44.7N,35.3E,59.3,12.4,-5.0,-11.0,-2.7,75000000000.0,0.23,2013-11-21 00:00:00,2013,4,11,21,3,1,50,35,November,44.7,35.3,25.0,121.0,7.290000000000001,153.76000000000002
336,2013-10-12 16:06:45,19.1S,25.0W,22.2,12.8,-8.0,8.4,-5.5,1610000000000.0,3.5,2013-10-12 00:00:00,2013,4,10,12,5,16,6,45,October,-19.1,-25.0,64.0,70.56,30.25,163.84000000000003
337,2013-10-09 17:27:36,,,,,,,,60000000000.0,0.19,2013-10-09 00:00:00,2013,4,10,9,2,17,27,36,October,,,,,,
338,2013-09-24 15:31:16,10.3S,164.7W,40.7,,,,,160000000000.0,0.46,2013-09-24 00:00:00,2013,3,9,24,1,15,31,16,September,-10.3,-164.7,,,,
339,2013-08-12 18:08:02,34.4S,118.2E,66.6,,,,,44000000000.0,0.15,2013-08-12 00:00:00,2013,3,8,12,0,18,8,2,August,-34.4,118.2,,,,
340,2013-07-31 07:00:38,,,,,,,,39000000000.0,0.13,2013-07-31 00:00:00,2013,3,7,31,2,7,0,38,July,,,,,,
341,2013-07-31 03:50:14,31.8S,137.1E,29.1,17.8,17.7,-2.3,-0.1,69000000000.0,0.22,2013-07-31 00:00:00,2013,3,7,31,2,3,50,14,July,-31.8,137.1,313.28999999999996,5.289999999999999,0.010000000000000002,316.84000000000003
342,2013-07-30 02:36:58,50.2S,90.2E,25.6,18.8,15.9,-8.6,5.1,390000000000.0,1.0,2013-07-30 00:00:00,2013,3,7,30,1,2,36,58,July,-50.2,90.2,252.81,73.96,26.009999999999998,353.44000000000005
343,2013-07-27 08:30:36,0.3N,156.2E,26.5,22.1,16.0,14.9,-3.3,120000000000.0,0.36,2013-07-27 00:00:00,2013,3,7,27,5,8,30,36,July,0.3,156.2,256.0,222.01000000000002,10.889999999999999,488.4100000000001
344,2013-07-26 11:32:26,21.0N,178.5W,37.0,,,,,20000000000.0,0.073,2013-07-26 00:00:00,2013,3,7,26,4,11,32,26,July,21.0,-178.5,,,,
345,2013-07-18 00:46:37,,,,,,,,22000000000.0,0.079,2013-07-18 00:00:00,2013,3,7,18,3,0,46,37,July,,,,,,
346,2013-06-13 02:51:14,,,,,,,,22000000000.0,0.079,2013-06-13 00:00:00,2013,2,6,13,3,2,51,14,June,,,,,,
347,2013-06-01 22:49:48,65.6S,138.4E,28.9,,,,,34000000000.0,0.12,2013-06-01 00:00:00,2013,2,6,1,5,22,49,48,June,-65.6,138.4,,,,
348,2013-05-14 23:20:21,3.0S,76.4E,,,,,,20000000000.0,0.073,2013-05-14 00:00:00,2013,2,5,14,1,23,20,21,May,-3.0,76.4,,,,
349,2013-04-30 08:40:38,35.5N,30.7W,21.2,12.1,1.0,9.0,-8.0,5110000000000.0,10.0,2013-04-30 00:00:00,2013,2,4,30,1,8,40,38,April,35.5,-30.7,1.0,81.0,64.0,146.41
350,2013-04-21 06:23:12,28.1S,64.6W,40.7,14.9,5.0,14.0,1.0,1066000000000.0,2.5,2013-04-21 00:00:00,2013,2,4,21,6,6,23,12,April,-28.1,-64.6,25.0,196.0,1.0,222.01000000000002
351,2013-03-12 10:32:59,32.7S,17.1E,26.0,,,,,29000000000.0,0.1,2013-03-12 00:00:00,2013,1,3,12,1,10,32,59,March,-32.7,17.1,,,,
352,2013-02-20 13:13:07,23.0S,38.8W,,13.6,-11.0,-8.0,-1.0,32000000000.0,0.1,2013-02-20 00:00:00,2013,1,2,20,2,13,13,7,February,-23.0,-38.8,121.0,64.0,1.0,184.95999999999998
353,2013-02-15 03:20:33,54.8N,61.1E,23.3,18.6,12.8,-13.3,-2.4,375000000000000.0,440.0,2013-02-15 00:00:00,2013,1,2,15,4,3,20,33,February,54.8,61.1,163.84000000000003,176.89000000000001,5.76,345.96000000000004
354,2013-02-07 13:12:24,18.8S,158.6W,,,,,,65000000000.0,0.21,2013-02-07 00:00:00,2013,1,2,7,3,13,12,24,February,-18.8,-158.6,,,,
355,2013-01-25 07:40:18,60.3N,64.6W,,,,,,3400000000000.0,6.9,2013-01-25 00:00:00,2013,1,1,25,4,7,40,18,January,60.3,-64.6,,,,
356,2013-01-12 03:04:21,15.1S,155.6W,36.1,,,,,48000000000.0,0.16,2013-01-12 00:00:00,2013,1,1,12,5,3,4,21,January,-15.1,-155.6,,,,
357,2012-12-30 07:25:35,17.3N,83.6W,,,,,,198000000000.0,0.55,2012-12-30 00:00:00,2012,4,12,30,6,7,25,35,December,17.3,-83.6,,,,
358,2012-12-18 11:19:17,,,,,,,,27000000000.0,0.095,2012-12-18 00:00:00,2012,4,12,18,1,11,19,17,December,,,,,,
359,2012-11-20 20:37:31,2.5N,29.6E,33.3,14.3,-12.2,-5.3,5.3,25000000000.0,0.089,2012-11-20 00:00:00,2012,4,11,20,1,20,37,31,November,2.5,29.6,148.83999999999997,28.09,28.09,204.49
360,2012-11-20 06:25:11,8.0S,86.0W,,,,,,120000000000.0,0.36,2012-11-20 00:00:00,2012,4,11,20,1,6,25,11,November,-8.0,-86.0,,,,
361,2012-10-25 15:57:19,,,,,,,,30000000000.0,0.1,2012-10-25 00:00:00,2012,4,10,25,3,15,57,19,October,,,,,,
362,2012-10-19 16:26:22,75.4S,49.6E,29.3,13.2,-2.3,-3.9,12.4,23000000000.0,0.082,2012-10-19 00:00:00,2012,4,10,19,4,16,26,22,October,-75.4,49.6,5.289999999999999,15.209999999999999,153.76000000000002,174.23999999999998
363,2012-10-09 00:54:55,51.2N,84.6W,27.8,13.5,3.4,12.0,5.1,210000000000.0,0.58,2012-10-09 00:00:00,2012,4,10,9,1,0,54,55,October,51.2,-84.6,11.559999999999999,144.0,26.009999999999998,182.25
364,2012-10-03 22:50:12,41.5S,21.9W,,17.0,-2.4,5.5,15.9,280000000000.0,0.75,2012-10-03 00:00:00,2012,4,10,3,2,22,50,12,October,-41.5,-21.9,5.76,30.25,252.81,289.0
365,2012-10-02 16:38:38,8.1S,111.9W,35.0,15.4,1.4,15.3,1.0,470000000000.0,1.2,2012-10-02 00:00:00,2012,4,10,2,1,16,38,38,October,-8.1,-111.9,1.9599999999999997,234.09000000000003,1.0,237.16000000000003
366,2012-09-28 05:44:12,6.9S,73.7E,,,,,,38000000000.0,0.13,2012-09-28 00:00:00,2012,3,9,28,4,5,44,12,September,-6.9,73.7,,,,
367,2012-09-18 19:34:39,1.2N,52.2W,28.1,18.3,-1.9,14.1,-11.5,244000000000.0,0.67,2012-09-18 00:00:00,2012,3,9,18,1,19,34,39,September,1.2,-52.2,3.61,198.81,132.25,334.89000000000004
368,2012-09-11 22:07:30,18.9S,105.2E,,,,,,52000000000.0,0.17,2012-09-11 00:00:00,2012,3,9,11,1,22,7,30,September,-18.9,105.2,,,,
369,2012-09-10 01:03:32,69.8S,111.7W,23.8,16.9,-10.2,-5.2,12.4,23000000000.0,0.082,2012-09-10 00:00:00,2012,3,9,10,0,1,3,32,September,-69.8,-111.7,104.03999999999999,27.040000000000003,153.76000000000002,285.60999999999996
370,2012-08-27 06:57:43,18.3S,64.2E,38.7,28.9,-8.0,-23.7,-14.5,68000000000.0,0.22,2012-08-27 00:00:00,2012,3,8,27,0,6,57,43,August,-18.3,64.2,64.0,561.6899999999999,210.25,835.2099999999999
371,2012-08-26 14:55:47,11.8N,117.0E,36.0,12.7,5.0,-11.6,-0.7,249000000000.0,0.68,2012-08-26 00:00:00,2012,3,8,26,6,14,55,47,August,11.8,117.0,25.0,134.56,0.48999999999999994,161.29
372,2012-08-13 05:31:53,,,,,,,,33000000000.0,0.11,2012-08-13 00:00:00,2012,3,8,13,0,5,31,53,August,,,,,,
373,2012-07-27 04:19:50,63.1N,172.3E,27.2,,,,,34000000000.0,0.12,2012-07-27 00:00:00,2012,3,7,27,4,4,19,50,July,63.1,172.3,,,,
374,2012-07-25 07:48:20,36.4N,41.5E,26.8,18.5,0.8,2.0,-18.4,133000000000.0,0.39,2012-07-25 00:00:00,2012,3,7,25,2,7,48,20,July,36.4,41.5,0.6400000000000001,4.0,338.55999999999995,342.25
375,2012-06-05 07:44:54,,,,,,,,24000000000.0,0.086,2012-06-05 00:00:00,2012,2,6,5,1,7,44,54,June,,,,,,
376,2012-05-25 11:31:24,41.8S,36.2W,,,,,,60000000000.0,0.19,2012-05-25 00:00:00,2012,2,5,25,4,11,31,24,May,-41.8,-36.2,,,,
377,2012-05-22 08:31:42,,,,,,,,211000000000.0,0.59,2012-05-22 00:00:00,2012,2,5,22,1,8,31,42,May,,,,,,
378,2012-05-15 11:04:17,61.8S,135.5W,33.3,17.1,-0.8,1.1,17.0,132000000000.0,0.39,2012-05-15 00:00:00,2012,2,5,15,1,11,4,17,May,-61.8,-135.5,0.6400000000000001,1.2100000000000002,289.0,292.41
379,2012-05-04 21:54:49,76.7N,10.6W,,,,,,229000000000.0,0.63,2012-05-04 00:00:00,2012,2,5,4,4,21,54,49,May,76.7,-10.6,,,,
380,2012-04-23 22:01:10,36.2N,107.4E,25.2,,,,,44000000000.0,0.15,2012-04-23 00:00:00,2012,2,4,23,0,22,1,10,April,36.2,107.4,,,,
381,2012-04-21 16:08:23,15.8S,174.8W,,,,,,143000000000.0,0.42,2012-04-21 00:00:00,2012,2,4,21,5,16,8,23,April,-15.8,-174.8,,,,
382,2012-04-19 22:12:10,5.5N,16.8E,,,,,,30000000000.0,0.1,2012-04-19 00:00:00,2012,2,4,19,3,22,12,10,April,5.5,16.8,,,,
383,2012-04-02 16:50:33,28.1N,95.2W,,,,,,32000000000.0,0.11,2012-04-02 00:00:00,2012,2,4,2,0,16,50,33,April,28.1,-95.2,,,,
384,2012-03-12 06:40:44,2.5N,139.8E,25.0,11.8,0.1,-11.8,0.3,99000000000.0,0.3,2012-03-12 00:00:00,2012,1,3,12,0,6,40,44,March,2.5,139.8,0.010000000000000002,139.24,0.09,139.24
385,2012-03-03 21:28:24,7.8N,2.7E,20.4,,,,,101000000000.0,0.31,2012-03-03 00:00:00,2012,1,3,3,5,21,28,24,March,7.8,2.7,,,,
386,2012-03-01 03:12:40,46.9N,29.8W,,,,,,22000000000.0,0.079,2012-03-01 00:00:00,2012,1,3,1,3,3,12,40,March,46.9,-29.8,,,,
