,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,year,quarter,month,day,weekday,hour,minute,second,Month,Lat,Long,vx2,vy2,vz2,vel2
690,2003-08-17 13:16:07,39.0S,34.0E,,,,,,647000000000.0,1.6,2003-08-17 00:00:00,2003,3,8,17,6,13,16,7,August,-39.0,34.0,,,,
691,2003-08-01 04:09:32,,,,,,,,21000000000.0,0.076,2003-08-01 00:00:00,2003,3,8,1,4,4,9,32,August,,,,,,
692,2003-07-21 05:11:28,,,,,,,,58000000000.0,0.19,2003-07-21 00:00:00,2003,3,7,21,0,5,11,28,July,,,,,,
693,2003-06-22 22:53:28,,,,,,,,21000000000.0,0.076,2003-06-22 00:00:00,2003,2,6,22,6,22,53,28,June,,,,,,
694,2003-06-21 14:49:57,,,,,,,,38000000000.0,0.13,2003-06-21 00:00:00,2003,2,6,21,5,14,49,57,June,,,,,,
695,2003-06-16 17:17:19,,,,,,,,65000000000.0,0.21,2003-06-16 00:00:00,2003,2,6,16,0,17,17,19,June,,,,,,
696,2003-06-10 14:11:07,41.8S,122.9E,,,,,,32000000000.0,0.11,2003-06-10 00:00:00,2003,2,6,10,1,14,11,7,June,-41.8,122.9,,,,
697,2003-05-27 23:32:32,5.2N,166.2E,,,,,,68000000000.0,0.22,2003-05-27 00:00:00,2003,2,5,27,1,23,32,32,May,5.2,166.2,,,,
698,2003-05-19 03:38:12,,,,,,,,521000000000.0,1.3,2003-05-19 00:00:00,2003,2,5,19,0,3,38,12,May,,,,,,
699,2003-05-18 07:51:40,,,,,,,,21000000000.0,0.076,2003-05-18 00:00:00,2003,2,5,18,6,7,51,40,May,,,,,,
700,2003-05-15 06:28:32,54.0N,80.4W,,,,,,43000000000.0,0.14,2003-05-15 00:00:00,2003,2,5,15,3,6,28,32,May,54.0,-80.4,,,,
701,2003-04-28 13:06:46,,,,,,,,23000000000.0,0.082,2003-04-28 00:00:00,2003,2,4,28,0,13,6,46,April,,,,,,
702,2003-04-13 17:58:41,14.8N,64.5E,17.0,,,,,175000000000.0,0.5,2003-04-13 00:00:00,2003,2,4,13,6,17,58,41,April,14.8,64.5,,,,
703,2003-04-07 09:25:28,18.4S,162.6E,,,,,,22000000000.0,0.079,2003-04-07 00:00:00,2003,2,4,7,0,9,25,28,April,-18.4,162.6,,,,
704,2003-04-01 04:40:55,,,,,,,,31000000000.0,0.11,2003-04-01 00:00:00,2003,2,4,1,1,4,40,55,April,,,,,,
705,2003-03-27 05:50:26,41.4N,87.7W,45.0,,,,,142000000000.0,0.41,2003-03-27 00:00:00,2003,1,3,27,3,5,50,26,March,41.4,-87.7,,,,
706,2003-02-25 23:13:28,40.0N,116.0E,,,,,,33000000000.0,0.11,2003-02-25 00:00:00,2003,1,2,25,1,23,13,28,February,40.0,116.0,,,,
707,2003-02-12 23:45:57,,,,,,,,79000000000.0,0.25,2003-02-12 00:00:00,2003,1,2,12,2,23,45,57,February,,,,,,
708,2003-02-12 02:37:54,31.5S,107.5E,,,,,,120000000000.0,0.36,2003-02-12 00:00:00,2003,1,2,12,2,2,37,54,February,-31.5,107.5,,,,
709,2003-02-06 17:00:19,62.9S,113.9W,,,,,,197000000000.0,0.55,2003-02-06 00:00:00,2003,1,2,6,3,17,0,19,February,-62.9,-113.9,,,,
710,2003-02-05 06:16:27,,,,,,,,103000000000.0,0.31,2003-02-05 00:00:00,2003,1,2,5,2,6,16,27,February,,,,,,
711,2003-02-04 14:07:08,59.9S,41.0E,,,,,,135000000000.0,0.4,2003-02-04 00:00:00,2003,1,2,4,1,14,7,8,February,-59.9,41.0,,,,
712,2003-01-30 06:02:59,,,,,,,,107000000000.0,0.32,2003-01-30 00:00:00,2003,1,1,30,3,6,2,59,January,,,,,,
713,2002-11-28 15:41:53,,,,,,,,46000000000.0,0.15,2002-11-28 00:00:00,2002,4,11,28,3,15,41,53,November,,,,,,
714,2002-11-21 00:11:17,1.4S,154.0W,,,,,,240000000000.0,0.66,2002-11-21 00:00:00,2002,4,11,21,3,0,11,17,November,-1.4,-154.0,,,,
715,2002-11-12 21:49:56,21.1S,6.8W,,,,,,43000000000.0,0.14,2002-11-12 00:00:00,2002,4,11,12,1,21,49,56,November,-21.1,-6.8,,,,
716,2002-11-10 22:13:54,16.0N,166.0W,,,,,,460000000000.0,1.2,2002-11-10 00:00:00,2002,4,11,10,6,22,13,54,November,16.0,-166.0,,,,
717,2002-10-09 12:00:35,4.3S,175.9W,,,,,,49000000000.0,0.16,2002-10-09 00:00:00,2002,4,10,9,2,12,0,35,October,-4.3,-175.9,,,,
718,2002-10-04 10:08:01,,,,,,,,117000000000.0,0.35,2002-10-04 00:00:00,2002,4,10,4,4,10,8,1,October,,,,,,
719,2002-09-24 16:48:57,57.9N,112.9E,,,,,,860000000000.0,2.0,2002-09-24 00:00:00,2002,3,9,24,1,16,48,57,September,57.9,112.9,,,,
720,2002-08-14 07:48:32,6.9S,126.2W,,,,,,90000000000.0,0.28,2002-08-14 00:00:00,2002,3,8,14,2,7,48,32,August,-6.9,-126.2,,,,
721,2002-08-11 20:42:53,18.2S,159.4E,,,,,,1510000000000.0,3.3,2002-08-11 00:00:00,2002,3,8,11,6,20,42,53,August,-18.2,159.4,,,,
722,2002-08-10 18:01:51,,,,,,,,25000000000.0,0.089,2002-08-10 00:00:00,2002,3,8,10,5,18,1,51,August,,,,,,
723,2002-07-25 15:57:32,28.7S,47.0E,,,,,,230000000000.0,0.63,2002-07-25 00:00:00,2002,3,7,25,3,15,57,32,July,-28.7,47.0,,,,
724,2002-07-22 11:16:02,34.0N,106.1E,,,,,,53000000000.0,0.17,2002-07-22 00:00:00,2002,3,7,22,0,11,16,2,July,34.0,106.1,,,,
725,2002-06-29 16:31:55,,,,,,,,159000000000.0,0.46,2002-06-29 00:00:00,2002,2,6,29,5,16,31,55,June,,,,,,
726,2002-06-15 11:51:18,,,,,,,,29000000000.0,0.1,2002-06-15 00:00:00,2002,2,6,15,5,11,51,18,June,,,,,,
727,2002-06-13 15:29:38,24.9S,111.4E,,,,,,191000000000.0,0.54,2002-06-13 00:00:00,2002,2,6,13,3,15,29,38,June,-24.9,111.4,,,,
728,2002-06-02 04:28:20,34.0N,21.0E,,,,,,4500000000000.0,8.8,2002-06-02 00:00:00,2002,2,6,2,6,4,28,20,June,34.0,21.0,,,,
729,2002-04-03 19:10:21,5.3S,27.1E,,,,,,182000000000.0,0.51,2002-04-03 00:00:00,2002,2,4,3,2,19,10,21,April,-5.3,27.1,,,,
730,2002-04-02 02:36:28,,,,,,,,32000000000.0,0.11,2002-04-02 00:00:00,2002,2,4,2,1,2,36,28,April,,,,,,
731,2002-03-28 21:29:56,,,,,,,,27000000000.0,0.095,2002-03-28 00:00:00,2002,1,3,28,3,21,29,56,March,,,,,,
732,2002-03-19 05:56:10,,,,,,,,83000000000.0,0.26,2002-03-19 00:00:00,2002,1,3,19,1,5,56,10,March,,,,,,
733,2002-03-19 02:56:52,,,,,,,,53000000000.0,0.17,2002-03-19 00:00:00,2002,1,3,19,1,2,56,52,March,,,,,,
734,2002-03-18 14:44:57,60.4S,120.5W,,,,,,20000000000.0,0.073,2002-03-18 00:00:00,2002,1,3,18,0,14,44,57,March,-60.4,-120.5,,,,
735,2002-03-09 01:20:24,6.9N,147.3W,,,,,,249000000000.0,0.68,2002-03-09 00:00:00,2002,1,3,9,5,1,20,24,March,6.9,-147.3,,,,
736,2002-03-03 21:10:55,37.5N,154.0E,,,,,,82000000000.0,0.25,2002-03-03 00:00:00,2002,1,3,3,6,21,10,55,March,37.5,154.0,,,,
737,2002-03-01 03:53:59,29.2N,66.8W,,,,,,38000000000.0,0.13,2002-03-01 00:00:00,2002,1,3,1,4,3,53,59,March,29.2,-66.8,,,,
738,2002-02-09 19:50:26,17.7S,138.7E,,,,,,70000000000.0,0.22,2002-02-09 00:00:00,2002,1,2,9,5,19,50,26,February,-17.7,138.7,,,,
739,2002-02-01 19:07:54,60.7N,116.6E,,,,,,70000000000.0,0.22,2002-02-01 00:00:00,2002,1,2,1,4,19,7,54,February,60.7,116.6,,,,
740,2002-01-20 16:42:04,48.4N,165.0W,,,,,,104000000000.0,0.31,2002-01-20 00:00:00,2002,1,1,20,6,16,42,4,January,48.4,-165.0,,,,
741,2002-01-03 12:19:37,,,,,,,,123000000000.0,0.36,2002-01-03 00:00:00,2002,1,1,3,3,12,19,37,January,,,,,,
742,2001-12-14 17:58:04,,,,,,,,151000000000.0,0.44,2001-12-14 00:00:00,2001,4,12,14,4,17,58,4,December,,,,,,
743,2001-12-12 16:56:13,,,,,,,,98000000000.0,0.3,2001-12-12 00:00:00,2001,4,12,12,2,16,56,13,December,,,,,,
744,2001-11-26 06:51:52,,,,,,,,192000000000.0,0.54,2001-11-26 00:00:00,2001,4,11,26,0,6,51,52,November,,,,,,
745,2001-11-13 10:58:48,,,,,,,,312000000000.0,0.83,2001-11-13 00:00:00,2001,4,11,13,1,10,58,48,November,,,,,,
746,2001-11-11 12:14:02,,,,,,,,130000000000.0,0.38,2001-11-11 00:00:00,2001,4,11,11,6,12,14,2,November,,,,,,
747,2001-10-27 19:20:12,52.7N,3.8E,,,,,,36000000000.0,0.12,2001-10-27 00:00:00,2001,4,10,27,5,19,20,12,October,52.7,3.8,,,,
748,2001-10-14 12:03:11,,,,,,,,89000000000.0,0.27,2001-10-14 00:00:00,2001,4,10,14,6,12,3,11,October,,,,,,
749,2001-10-12 03:11:53,,,,,,,,62000000000.0,0.2,2001-10-12 00:00:00,2001,4,10,12,4,3,11,53,October,,,,,,
750,2001-10-06 06:29:38,,,,,,,,158000000000.0,0.45,2001-10-06 00:00:00,2001,4,10,6,5,6,29,38,October,,,,,,
751,2001-09-25 11:54:06,,,,,,,,42000000000.0,0.14,2001-09-25 00:00:00,2001,3,9,25,1,11,54,6,September,,,,,,
752,2001-08-26 16:08:52,,,,,,,,38000000000.0,0.13,2001-08-26 00:00:00,2001,3,8,26,6,16,8,52,August,,,,,,
753,2001-08-18 13:57:43,,,,,,,,40000000000.0,0.13,2001-08-18 00:00:00,2001,3,8,18,5,13,57,43,August,,,,,,
754,2001-07-26 21:20:19,0.4N,84.8E,,,,,,326000000000.0,0.86,2001-07-26 00:00:00,2001,3,7,26,3,21,20,19,July,0.4,84.8,,,,
755,2001-07-23 22:19:11,41.0N,77.0W,,,,,,1240000000000.0,2.8,2001-07-23 00:00:00,2001,3,7,23,0,22,19,11,July,41.0,-77.0,,,,
756,2001-05-06 04:30:29,,,,,,,,50000000000.0,0.16,2001-05-06 00:00:00,2001,2,5,6,6,4,30,29,May,,,,,,
757,2001-04-27 09:46:18,,,,,,,,130000000000.0,0.38,2001-04-27 00:00:00,2001,2,4,27,4,9,46,18,April,,,,,,
758,2001-04-23 06:12:35,28.0N,133.6W,29.0,,,,,4600000000000.0,9.0,2001-04-23 00:00:00,2001,2,4,23,0,6,12,35,April,28.0,-133.6,,,,
759,2001-04-14 06:40:36,,,,,,,,24000000000.0,0.086,2001-04-14 00:00:00,2001,2,4,14,5,6,40,36,April,,,,,,
760,2001-04-13 00:29:57,15.3S,162.4E,,,,,,251000000000.0,0.68,2001-04-13 00:00:00,2001,2,4,13,4,0,29,57,April,-15.3,162.4,,,,
761,2001-02-09 21:27:55,,,,,,,,108000000000.0,0.32,2001-02-09 00:00:00,2001,1,2,9,4,21,27,55,February,,,,,,
762,2001-02-04 05:53:38,64.0S,97.3E,,,,,,151000000000.0,0.44,2001-02-04 00:00:00,2001,1,2,4,6,5,53,38,February,-64.0,97.3,,,,
763,2001-01-28 16:19:18,66.0N,31.3E,,,,,,108000000000.0,0.32,2001-01-28 00:00:00,2001,1,1,28,6,16,19,18,January,66.0,31.3,,,,
764,2000-12-15 13:22:59,41.3N,95.2E,,,,,,262000000000.0,0.71,2000-12-15 00:00:00,2000,4,12,15,4,13,22,59,December,41.3,95.2,,,,
765,2000-12-15 03:46:27,50.4N,58.9E,,,,,,27000000000.0,0.095,2000-12-15 00:00:00,2000,4,12,15,4,3,46,27,December,50.4,58.9,,,,
766,2000-11-28 12:20:13,,,,,,,,119000000000.0,0.35,2000-11-28 00:00:00,2000,4,11,28,1,12,20,13,November,,,,,,
767,2000-11-13 00:28:01,13.6S,5.8W,,,,,,66000000000.0,0.21,2000-11-13 00:00:00,2000,4,11,13,0,0,28,1,November,-13.6,-5.8,,,,
768,2000-11-06 07:18:57,52.0S,22.2W,,,,,,69000000000.0,0.22,2000-11-06 00:00:00,2000,4,11,6,0,7,18,57,November,-52.0,-22.2,,,,
769,2000-10-11 23:29:55,31.7S,5.5W,,,,,,81000000000.0,0.25,2000-10-11 00:00:00,2000,4,10,11,2,23,29,55,October,-31.7,-5.5,,,,
770,2000-09-24 06:57:19,,,,,,,,27000000000.0,0.095,2000-09-24 00:00:00,2000,3,9,24,6,6,57,19,September,,,,,,
771,2000-09-23 04:00:45,58.5S,142.6E,,,,,,22000000000.0,0.079,2000-09-23 00:00:00,2000,3,9,23,5,4,0,45,September,-58.5,142.6,,,,
772,2000-09-19 22:12:38,3.2S,133.8W,,,,,,89000000000.0,0.27,2000-09-19 00:00:00,2000,3,9,19,1,22,12,38,September,-3.2,-133.8,,,,
773,2000-08-25 01:12:25,14.5N,106.1W,,,,,,1385000000000.0,3.1,2000-08-25 00:00:00,2000,3,8,25,4,1,12,25,August,14.5,-106.1,,,,
774,2000-08-13 03:00:32,36.7N,127.8W,,,,,,65000000000.0,0.21,2000-08-13 00:00:00,2000,3,8,13,6,3,0,32,August,36.7,-127.8,,,,
775,2000-08-01 16:48:27,50.2S,101.9W,,,,,,182000000000.0,0.51,2000-08-01 00:00:00,2000,3,8,1,1,16,48,27,August,-50.2,-101.9,,,,
776,2000-07-31 07:06:34,15.7N,138.5W,,,,,,38000000000.0,0.13,2000-07-31 00:00:00,2000,3,7,31,0,7,6,34,July,15.7,-138.5,,,,
777,2000-07-19 17:40:25,17.7S,94.1E,,,,,,107000000000.0,0.32,2000-07-19 00:00:00,2000,3,7,19,2,17,40,25,July,-17.7,94.1,,,,
778,2000-07-15 16:13:29,46.6S,163.3E,,,,,,21000000000.0,0.076,2000-07-15 00:00:00,2000,3,7,15,5,16,13,29,July,-46.6,163.3,,,,
779,2000-07-09 01:08:45,,,,,,,,121000000000.0,0.36,2000-07-09 00:00:00,2000,3,7,9,6,1,8,45,July,,,,,,
780,2000-07-07 01:34:20,15.0N,140.7E,,,,,,65000000000.0,0.21,2000-07-07 00:00:00,2000,3,7,7,4,1,34,20,July,15.0,140.7,,,,
781,2000-06-27 10:06:51,34.9N,36.8E,,,,,,27000000000.0,0.095,2000-06-27 00:00:00,2000,2,6,27,1,10,6,51,June,34.9,36.8,,,,
782,2000-06-23 09:03:42,69.2N,44.0W,,,,,,20000000000.0,0.073,2000-06-23 00:00:00,2000,2,6,23,4,9,3,42,June,69.2,-44.0,,,,
783,2000-06-22 20:02:11,32.9N,159.0E,,,,,,30000000000.0,0.1,2000-06-22 00:00:00,2000,2,6,22,3,20,2,11,June,32.9,159.0,,,,
784,2000-06-18 13:40:02,,,,,,,,133000000000.0,0.39,2000-06-18 00:00:00,2000,2,6,18,6,13,40,2,June,,,,,,
785,2000-06-14 16:39:18,28.1N,107.3E,48.0,,,,,145000000000.0,0.42,2000-06-14 00:00:00,2000,2,6,14,2,16,39,18,June,28.1,107.3,,,,
786,2000-06-04 03:17:39,,,,,,,,190000000000.0,0.53,2000-06-04 00:00:00,2000,2,6,4,6,3,17,39,June,,,,,,
787,2000-06-03 03:24:49,36.8N,74.8W,,,,,,30000000000.0,0.1,2000-06-03 00:00:00,2000,2,6,3,5,3,24,49,June,36.8,-74.8,,,,
788,2000-06-02 18:44:16,27.5S,18.9W,,,,,,30000000000.0,0.1,2000-06-02 00:00:00,2000,2,6,2,4,18,44,16,June,-27.5,-18.9,,,,
789,2000-05-29 16:46:28,,,,,,,,60000000000.0,0.19,2000-05-29 00:00:00,2000,2,5,29,0,16,46,28,May,,,,,,
790,2000-05-06 11:51:52,49.9N,18.4E,,,,,,28000000000.0,0.098,2000-05-06 00:00:00,2000,2,5,6,5,11,51,52,May,49.9,18.4,,,,
791,2000-05-03 10:40:09,5.0S,73.0E,,,,,,59000000000.0,0.19,2000-05-03 00:00:00,2000,2,5,3,2,10,40,9,May,-5.0,73.0,,,,
792,2000-04-21 13:42:20,,,,,,,,86000000000.0,0.27,2000-04-21 00:00:00,2000,2,4,21,4,13,42,20,April,,,,,,
793,2000-04-04 13:38:15,,,,,,,,23000000000.0,0.082,2000-04-04 00:00:00,2000,2,4,4,1,13,38,15,April,,,,,,
794,2000-03-28 15:27:17,1.0N,98.3E,,,,,,63000000000.0,0.2,2000-03-28 00:00:00,2000,1,3,28,1,15,27,17,March,1.0,98.3,,,,
795,2000-03-19 05:11:50,,,,,,,,49000000000.0,0.16,2000-03-19 00:00:00,2000,1,3,19,6,5,11,50,March,,,,,,
796,2000-03-06 08:29:18,58.0N,175.0E,,,,,,960000000000.0,2.2,2000-03-06 00:00:00,2000,1,3,6,0,8,29,18,March,58.0,175.0,,,,
797,2000-02-18 09:25:59,0.9S,109.2E,,,,,,3620000000000.0,7.3,2000-02-18 00:00:00,2000,1,2,18,4,9,25,59,February,-0.9,109.2,,,,
798,2000-02-17 14:22:07,14.2N,115.9E,,,,,,22000000000.0,0.079,2000-02-17 00:00:00,2000,1,2,17,3,14,22,7,February,14.2,115.9,,,,
799,2000-01-18 16:43:42,60.3N,134.6W,,,,,,1050000000000.0,2.4,2000-01-18 00:00:00,2000,1,1,18,1,16,43,42,January,60.3,-134.6,,,,
800,2000-01-18 08:33:58,24.3N,94.9W,,,,,,35000000000.0,0.12,2000-01-18 00:00:00,2000,1,1,18,1,8,33,58,January,24.3,-94.9,,,,
801,1999-12-16 00:07:22,26.5S,11.3W,,,,,,67000000000.0,0.21,1999-12-16 00:00:00,1999,4,12,16,3,0,7,22,December,-26.5,-11.3,,,,
802,1999-12-11 17:31:52,,,,,,,,273000000000.0,0.74,1999-12-11 00:00:00,1999,4,12,11,5,17,31,52,December,,,,,,
803,1999-12-10 18:56:50,,,,,,,,28000000000.0,0.098,1999-12-10 00:00:00,1999,4,12,10,4,18,56,50,December,,,,,,
804,1999-12-03 17:24:45,,,,,,,,42000000000.0,0.14,1999-12-03 00:00:00,1999,4,12,3,4,17,24,45,December,,,,,,
805,1999-12-01 19:38:15,,,,,,,,23000000000.0,0.082,1999-12-01 00:00:00,1999,4,12,1,2,19,38,15,December,,,,,,
806,1999-11-30 02:18:53,,,,,,,,45000000000.0,0.15,1999-11-30 00:00:00,1999,4,11,30,1,2,18,53,November,,,,,,
807,1999-11-15 20:01:28,8.1S,75.4E,,,,,,74000000000.0,0.23,1999-11-15 00:00:00,1999,4,11,15,0,20,1,28,November,-8.1,75.4,,,,
808,1999-11-07 17:53:06,2.3S,77.4W,,,,,,89000000000.0,0.27,1999-11-07 00:00:00,1999,4,11,7,6,17,53,6,November,-2.3,-77.4,,,,
809,1999-10-26 17:19:42,13.7N,70.8W,,,,,,86000000000.0,0.27,1999-10-26 00:00:00,1999,4,10,26,1,17,19,42,October,13.7,-70.8,,,,
810,1999-09-08 23:55:35,22.4N,0.2E,,,,,,28000000000.0,0.098,1999-09-08 00:00:00,1999,3,9,8,2,23,55,35,September,22.4,0.2,,,,
811,1999-09-08 14:41:53,32.5N,104.6E,32.0,,,,,90000000000.0,0.28,1999-09-08 00:00:00,1999,3,9,8,2,14,41,53,September,32.5,104.6,,,,
812,1999-08-16 05:18:20,35.0N,107.2W,,,,,,36000000000.0,0.12,1999-08-16 00:00:00,1999,3,8,16,0,5,18,20,August,35.0,-107.2,,,,
813,1999-08-06 03:22:37,,,,,,,,68000000000.0,0.22,1999-08-06 00:00:00,1999,3,8,6,4,3,22,37,August,,,,,,
814,1999-08-03 18:25:49,64.7S,18.8W,,,,,,356000000000.0,0.93,1999-08-03 00:00:00,1999,3,8,3,1,18,25,49,August,-64.7,-18.8,,,,
815,1999-07-10 08:11:42,37.8S,39.6E,52.0,,,,,326000000000.0,0.86,1999-07-10 00:00:00,1999,3,7,10,5,8,11,42,July,-37.8,39.6,,,,
816,1999-07-07 04:14:41,39.5S,174.4E,,,,,,140000000000.0,0.41,1999-07-07 00:00:00,1999,3,7,7,2,4,14,41,July,-39.5,174.4,,,,
817,1999-06-25 06:27:41,50.0N,121.0E,69.0,,,,,124000000000.0,0.37,1999-06-25 00:00:00,1999,2,6,25,4,6,27,41,June,50.0,121.0,,,,
818,1999-05-23 07:02:10,16.4S,116.3W,,,,,,26000000000.0,0.092,1999-05-23 00:00:00,1999,2,5,23,6,7,2,10,May,-16.4,-116.3,,,,
819,1999-04-26 11:33:06,22.5S,6.5E,,,,,,92000000000.0,0.28,1999-04-26 00:00:00,1999,2,4,26,0,11,33,6,April,-22.5,6.5,,,,
820,1999-04-26 09:49:26,32.8S,159.1E,,,,,,33000000000.0,0.11,1999-04-26 00:00:00,1999,2,4,26,0,9,49,26,April,-32.8,159.1,,,,
821,1999-03-31 23:54:35,17.9S,22.6E,,,,,,234000000000.0,0.64,1999-03-31 00:00:00,1999,1,3,31,2,23,54,35,March,-17.9,22.6,,,,
822,1999-03-28 15:37:01,0.8N,97.6E,,,,,,304000000000.0,0.81,1999-03-28 00:00:00,1999,1,3,28,6,15,37,1,March,0.8,97.6,,,,
823,1999-03-02 22:23:25,18.9N,50.5E,,,,,,59000000000.0,0.19,1999-03-02 00:00:00,1999,1,3,2,1,22,23,25,March,18.9,50.5,,,,
824,1999-02-18 23:15:25,54.9S,64.6W,,,,,,154000000000.0,0.44,1999-02-18 00:00:00,1999,1,2,18,3,23,15,25,February,-54.9,-64.6,,,,
825,1999-02-01 14:24:09,80.0N,154.2E,,,,,,28000000000.0,0.098,1999-02-01 00:00:00,1999,1,2,1,0,14,24,9,February,80.0,154.2,,,,
826,1999-01-19 02:32:21,7.9N,85.8E,,,,,,24000000000.0,0.086,1999-01-19 00:00:00,1999,1,1,19,1,2,32,21,January,7.9,85.8,,,,
827,1999-01-14 08:06:05,44.0S,129.7W,32.0,,,,,5060000000000.0,9.8,1999-01-14 00:00:00,1999,1,1,14,3,8,6,5,January,-44.0,-129.7,,,,
828,1999-01-12 19:24:52,,,,,,,,43000000000.0,0.14,1999-01-12 00:00:00,1999,1,1,12,1,19,24,52,January,,,,,,
829,1999-01-11 05:18:17,,,,,,,,24000000000.0,0.086,1999-01-11 00:00:00,1999,1,1,11,0,5,18,17,January,,,,,,
830,1999-01-02 18:25:51,47.0N,103.0E,65.0,,,,,35000000000.0,0.12,1999-01-02 00:00:00,1999,1,1,2,5,18,25,51,January,47.0,103.0,,,,
831,1998-12-22 09:24:00,,,,,,,,27000000000.0,0.095,1998-12-22 00:00:00,1998,4,12,22,1,9,24,0,December,,,,,,
832,1998-11-23 20:20:14,82.3N,160.1E,,,,,,25000000000.0,0.089,1998-11-23 00:00:00,1998,4,11,23,0,20,20,14,November,82.3,160.1,,,,
833,1998-11-11 16:46:18,6.5N,156.4E,,,,,,656000000000.0,1.6,1998-11-11 00:00:00,1998,4,11,11,2,16,46,18,November,6.5,156.4,,,,
834,1998-10-03 12:58:50,,,,,,,,32000000000.0,0.11,1998-10-03 00:00:00,1998,4,10,3,5,12,58,50,October,,,,,,
835,1998-09-04 09:16:11,,,,,,,,128000000000.0,0.38,1998-09-04 00:00:00,1998,3,9,4,4,9,16,11,September,,,,,,
836,1998-09-01 11:15:04,34.6N,23.6E,,,,,,24000000000.0,0.086,1998-09-01 00:00:00,1998,3,9,1,1,11,15,4,September,34.6,23.6,,,,
837,1998-08-30 00:20:12,,,,,,,,41000000000.0,0.14,1998-08-30 00:00:00,1998,3,8,30,6,0,20,12,August,,,,,,
838,1998-08-08 12:55:22,,,,,,,,23000000000.0,0.082,1998-08-08 00:00:00,1998,3,8,8,5,12,55,22,August,,,,,,
839,1998-07-28 14:16:53,,,,,,,,63000000000.0,0.2,1998-07-28 00:00:00,1998,3,7,28,1,14,16,53,July,,,,,,
840,1998-03-24 09:08:14,,,,,,,,27000000000.0,0.095,1998-03-24 00:00:00,1998,1,3,24,1,9,8,14,March,,,,,,
841,1998-03-22 22:25:37,1.4N,26.6E,,,,,,140000000000.0,0.41,1998-03-22 00:00:00,1998,1,3,22,6,22,25,37,March,1.4,26.6,,,,
842,1998-01-08 16:10:21,,,,,,,,62000000000.0,0.2,1998-01-08 00:00:00,1998,1,1,8,3,16,10,21,January,,,,,,
843,1998-01-04 23:00:27,35.1S,33.4E,30.0,17.1,6.0,-10.6,12.0,74000000000.0,0.23,1998-01-04 00:00:00,1998,1,1,4,6,23,0,27,January,-35.1,33.4,36.0,112.36,144.0,292.41
844,1997-12-28 03:58:18,23.1S,152.4E,,,,,,31000000000.0,0.11,1997-12-28 00:00:00,1997,4,12,28,6,3,58,18,December,-23.1,152.4,,,,
845,1997-12-09 08:15:55,62.7N,49.9W,,,,,,270000000000.0,0.73,1997-12-09 00:00:00,1997,4,12,9,1,8,15,55,December,62.7,-49.9,,,,
846,1997-11-07 07:46:55,57.3S,167.2E,,,,,,800000000000.0,1.9,1997-11-07 00:00:00,1997,4,11,7,4,7,46,55,November,-57.3,167.2,,,,
847,1997-10-09 18:47:15,31.8N,106.0W,37.0,,,,,190000000000.0,0.53,1997-10-09 00:00:00,1997,4,10,9,3,18,47,15,October,31.8,-106.0,,,,
848,1997-10-01 14:26:43,46.7N,108.9E,,,,,,62000000000.0,0.2,1997-10-01 00:00:00,1997,4,10,1,2,14,26,43,October,46.7,108.9,,,,
849,1997-09-30 12:31:18,38.1S,63.9E,,,,,,23000000000.0,0.082,1997-09-30 00:00:00,1997,3,9,30,1,12,31,18,September,-38.1,63.9,,,,
850,1997-09-05 11:41:54,31.1S,56.4E,,,,,,190000000000.0,0.53,1997-09-05 00:00:00,1997,3,9,5,4,11,41,54,September,-31.1,56.4,,,,
851,1997-08-20 17:16:43,,,,,,,,26000000000.0,0.092,1997-08-20 00:00:00,1997,3,8,20,2,17,16,43,August,,,,,,
852,1997-08-15 01:05:22,,,,,,,,22000000000.0,0.079,1997-08-15 00:00:00,1997,3,8,15,4,1,5,22,August,,,,,,
853,1997-07-30 03:01:51,,,,,,,,50000000000.0,0.16,1997-07-30 00:00:00,1997,3,7,30,2,3,1,51,July,,,,,,
854,1997-07-04 12:22:33,15.8S,175.8W,,,,,,27000000000.0,0.095,1997-07-04 00:00:00,1997,3,7,4,4,12,22,33,July,-15.8,-175.8,,,,
855,1997-05-22 08:30:15,,,,,,,,45000000000.0,0.15,1997-05-22 00:00:00,1997,2,5,22,3,8,30,15,May,,,,,,
856,1997-04-27 22:34:21,16.7N,87.5E,,,,,,325000000000.0,0.86,1997-04-27 00:00:00,1997,2,4,27,6,22,34,21,April,16.7,87.5,,,,
857,1997-02-19 04:31:35,16.3S,87.7W,,,,,,140000000000.0,0.41,1997-02-19 00:00:00,1997,1,2,19,2,4,31,35,February,-16.3,-87.7,,,,
858,1997-02-15 15:23:35,35.5N,115.6E,,,,,,150000000000.0,0.43,1997-02-15 00:00:00,1997,1,2,15,5,15,23,35,February,35.5,115.6,,,,
859,1997-02-06 18:28:34,,,,,,,,26000000000.0,0.092,1997-02-06 00:00:00,1997,1,2,6,3,18,28,34,February,,,,,,
860,1997-01-28 17:49:49,,,,,,,,24000000000.0,0.086,1997-01-28 00:00:00,1997,1,1,28,1,17,49,49,January,,,,,,
861,1997-01-23 10:03:27,15.0S,94.2E,,,,,,270000000000.0,0.73,1997-01-23 00:00:00,1997,1,1,23,3,10,3,27,January,-15.0,94.2,,,,
